mp_slot,character_name,mpbody_const,body_id,body_const,body_file_const,body_file_id,body_rom_or_external_filename,mp_head_slot,head_const,head_id,head_file_const,head_file_id,head_rom_or_external_filename,head_require_feature,head_availability_note,hand_file_const,hand_file_id,hand_rom_or_external_filename,notes
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x21,HEAD_GRANT,0x0042,FILE_CHEADGRANT,0x07BE,CheadgrantZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x22,HEAD_PENNY,0x0043,FILE_CHEADPENNY,0x07BF,CheadpennyZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x23,HEAD_DAVEC,0x0048,FILE_CHEADDAVEC,0x07C4,CheaddavecZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x24,HEAD_JONES,0x0054,FILE_CHEADJONES,0x07D8,CheadjonesZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x25,HEAD_GRAHAM,0x000B,FILE_CHEADGRAHAM,0x01A3,CheadgrahamZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x26,HEAD_ROBERT,0x0017,FILE_CHEADROBERT,0x01C0,CheadrobertZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x27,HEAD_NEIL2,0x001E,FILE_CHEADNEIL2,0x0232,Cheadneil2Z,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x28,HEAD_SHAUN,0x002A,FILE_CHEADSHAUN,0x0345,CheadshaunZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x29,HEAD_ROBIN,0x0044,FILE_CHEADROBIN,0x07C0,CheadrobinZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2A,HEAD_COOK,0x0049,FILE_CHEADCOOK,0x07CD,CheadcookZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2B,HEAD_PRYCE,0x004A,FILE_CHEADPRYCE,0x07CE,CheadpryceZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2C,HEAD_SILKE,0x004B,FILE_CHEADSILKE,0x07CF,CheadsilkeZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2D,HEAD_SMITH,0x004C,FILE_CHEADSMITH,0x07D0,CheadsmithZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2E,HEAD_GARETH,0x004D,FILE_CHEADGARETH,0x07D1,CheadgarethZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x2F,HEAD_MURCHIE,0x004E,FILE_CHEADMURCHIE,0x07D2,CheadmurchieZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x30,HEAD_WONG,0x004F,FILE_CHEADWONG,0x07D3,CheadwongZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x31,HEAD_CARTER,0x0050,FILE_CHEADCARTER,0x07D4,CheadcarterZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x32,HEAD_TINTIN,0x0051,FILE_CHEADTINTIN,0x07D5,CheadtintinZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x33,HEAD_MUNTON,0x0052,FILE_CHEADMUNTON,0x07D6,CheadmuntonZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x34,HEAD_STAMPER,0x0053,FILE_CHEADSTAMPER,0x07D7,CheadstamperZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x35,HEAD_PHELPS,0x0055,FILE_CHEADPHELPS,0x07D9,CheadphelpsZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x36,HEAD_ALEX,0x0045,FILE_CHEADALEX,0x07C1,CheadalexZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x37,HEAD_JULIANNE,0x0046,FILE_CHEADJULIANNE,0x07C2,CheadjulianneZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x38,HEAD_LAURA,0x0047,FILE_CHEADLAURA,0x07C3,CheadlauraZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x39,HEAD_EDMCG,0x001F,FILE_CHEADEDMCG,0x0238,CheadedmcgZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3A,HEAD_ANKA,0x0020,FILE_CHEADANKA,0x023A,CheadankaZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3B,HEAD_LESLIE_S,0x0021,FILE_CHEADLESLIE_S,0x023D,Cheadleslie_sZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3C,HEAD_MATT_C,0x0022,FILE_CHEADMATT_C,0x0243,Cheadmatt_cZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3D,HEAD_PEER_S,0x0023,FILE_CHEADPEER_S,0x0245,Cheadpeer_sZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3E,HEAD_EILEEN_T,0x0024,FILE_CHEADEILEEN_T,0x0247,Cheadeileen_tZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x3F,HEAD_ANDY_R,0x0025,FILE_CHEADANDY_R,0x0262,Cheadandy_rZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x40,HEAD_BEN_R,0x0026,FILE_CHEADBEN_R,0x0267,Cheadben_rZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x41,HEAD_STEVE_K,0x0027,FILE_CHEADSTEVE_K,0x0268,Cheadsteve_kZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x42,HEAD_SANCHEZ,0x002E,FILE_CHEADSANCHEZ,0x04AC,CheadsanchezZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x43,HEAD_TIM,0x0041,FILE_CHEADTIM,0x07BD,CheadtimZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x44,HEAD_KEN,0x003F,FILE_CHEADKEN,0x07C5,CheadkenZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x45,HEAD_EILEEN_H,0x002C,FILE_CHEADEILEEN_H,0x04A7,Cheadeileen_hZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x46,HEAD_SCOTT_H,0x002D,FILE_CHEADSCOTT_H,0x04A8,Cheadscott_hZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x47,HEAD_JOEL,0x0040,FILE_CHEADJOEL,0x07C6,CheadjoelZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x48,HEAD_GRIFFEY,0x0035,FILE_CHEADGRIFFEY,0x050D,CheadgriffeyZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x49,HEAD_MOTO,0x0036,FILE_CHEADMOTO,0x050E,CheadmotoZ,0,not_jpn_final,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4A,HEAD_WINNER,0x0038,FILE_CHEADWINNER,0x0510,CheadwinnerZ,0,base,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4B,HEAD_GREY,0x0015,FILE_CHEADGREY,0x01BD,CheadgreyZ,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4C,HEAD_NATALYA,0x0097,FILE_CHEADNATALYAZ,0x07E2,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4D,HEAD_XENIA,0x0098,FILE_CHEADXENIAZ,0x07E5,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4E,HEAD_OURUMOV,0x0099,FILE_CHEADOURUMOVZ,0x07E8,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x4F,HEAD_ODDJOB,0x009A,FILE_CHEADODDJOBZ,0x07EB,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x50,HEAD_TREVELYAN_Z,0x009F,FILE_CHEADTREVELYANZ,0x07EE,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x51,HEAD_BROSNAN_CLASSIC,0x00A0,FILE_CHEADBROSNANZ,0x07F2,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x52,HEAD_DALTON_CLASSIC,0x00A1,FILE_CHEADDALTONZ,0x07F5,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x53,HEAD_CONNERY_CLASSIC,0x00A2,FILE_CHEADCONNERYZ,0x07F7,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x54,HEAD_MOORE_CLASSIC,0x00A3,FILE_CHEADMOOREZ,0x07FA,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x55,HEAD_LAZENBY_CLASSIC,0x00A4,FILE_CHEADLAZENBYZ,0x07FC,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x56,HEAD_JAWS_Z,0x00A5,FILE_CHEADJAWSZ,0x07FE,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x57,HEAD_SNOWGUARD_Z,0x00A6,FILE_CHEADSNOWGUARDZ,0x0800,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x58,HEAD_BROSNAN_VARIANT,0x00A7,FILE_CHEADBROSNAN2Z,0x0803,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x59,HEAD_MISHKIN_Z,0x00A8,FILE_CHEADMISHKINZ,0x0805,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5A,HEAD_BORIS_Z,0x00A9,FILE_CHEADBORISZ,0x080E,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5B,HEAD_VALENTIN_Z,0x00AA,FILE_CHEADVALENTINZ,0x0811,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5C,HEAD_MAYDAY_Z,0x00AB,FILE_CHEADMAYDAYZ,0x0813,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5D,HEAD_BARON_SAMEDI_Z,0x00AC,FILE_CHEADBARONSAMEDIZ,0x0816,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5E,HEAD_BARON_SAMEDI_DEATH_Z,0x00AD,FILE_CHEADBARONSAMEDI2Z,0x0819,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x5F,HEAD_SANTA_Z,0x00AE,FILE_CHEADSANTAZ,0x081C,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x60,HEAD_ELF_Z,0x00AF,FILE_CHEADELFZ,0x081F,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x61,HEAD_PILOT_Z,0x00B0,FILE_CHEADPILOTZ,0x0822,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x62,HEAD_MARION_Z,0x00B1,FILE_CHEADMARIONZ,0x0825,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x63,HEAD_GALORE_Z,0x00B2,FILE_CHEADGALOREZ,0x082B,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x64,HEAD_SOGUN_Z,0x00B3,FILE_CHEADSOGUNZ,0x082F,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x65,HEAD_DOAK_Z1,0x00D3,FILE_CHEADDAVEDZ,0x0834,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
0x1E,Office Casual,MPBODY_OFFICEWORKER2,0x0064,BODY_OFFICEWORKER2,FILE_COFFICEWORKER2,0x0050,Cofficeworker2Z,0x66,HEAD_DOAK_Z2,0x00D4,FILE_CHEADDAVED2Z,0x0835,,0,not_platform_n64,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,Expanded compatibility row: this body uses the selectable dynamic MP head pool.
