mp_slot,character_name,mpbody_const,body_id,head_id,asset_role,asset_const,file_const,file_id,rom_or_external_filename,loose_override_exists,texture_ids_from_reference,reference_display_name,notes,mp_head_slot,mp_head_const,mp_head_require_feature,mp_head_availability_note,master_row_type,master_source
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x0099,HEAD_DYNAMIC_OPTION,HEAD_OURUMOV,FILE_CHEADOURUMOVZ,0x07E8,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x4E,HEAD_OURUMOV,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x009A,HEAD_DYNAMIC_OPTION,HEAD_ODDJOB,FILE_CHEADODDJOBZ,0x07EB,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x4F,HEAD_ODDJOB,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x009F,HEAD_DYNAMIC_OPTION,HEAD_TREVELYAN_Z,FILE_CHEADTREVELYANZ,0x07EE,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x50,HEAD_TREVELYAN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A0,HEAD_DYNAMIC_OPTION,HEAD_BROSNAN_CLASSIC,FILE_CHEADBROSNANZ,0x07F2,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x51,HEAD_BROSNAN_CLASSIC,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A1,HEAD_DYNAMIC_OPTION,HEAD_DALTON_CLASSIC,FILE_CHEADDALTONZ,0x07F5,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x52,HEAD_DALTON_CLASSIC,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A2,HEAD_DYNAMIC_OPTION,HEAD_CONNERY_CLASSIC,FILE_CHEADCONNERYZ,0x07F7,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x53,HEAD_CONNERY_CLASSIC,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A3,HEAD_DYNAMIC_OPTION,HEAD_MOORE_CLASSIC,FILE_CHEADMOOREZ,0x07FA,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x54,HEAD_MOORE_CLASSIC,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A4,HEAD_DYNAMIC_OPTION,HEAD_LAZENBY_CLASSIC,FILE_CHEADLAZENBYZ,0x07FC,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x55,HEAD_LAZENBY_CLASSIC,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A5,HEAD_DYNAMIC_OPTION,HEAD_JAWS_Z,FILE_CHEADJAWSZ,0x07FE,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x56,HEAD_JAWS_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A6,HEAD_DYNAMIC_OPTION,HEAD_SNOWGUARD_Z,FILE_CHEADSNOWGUARDZ,0x0800,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x57,HEAD_SNOWGUARD_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A7,HEAD_DYNAMIC_OPTION,HEAD_BROSNAN_VARIANT,FILE_CHEADBROSNAN2Z,0x0803,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x58,HEAD_BROSNAN_VARIANT,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A8,HEAD_DYNAMIC_OPTION,HEAD_MISHKIN_Z,FILE_CHEADMISHKINZ,0x0805,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x59,HEAD_MISHKIN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00A9,HEAD_DYNAMIC_OPTION,HEAD_BORIS_Z,FILE_CHEADBORISZ,0x080E,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5A,HEAD_BORIS_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AA,HEAD_DYNAMIC_OPTION,HEAD_VALENTIN_Z,FILE_CHEADVALENTINZ,0x0811,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5B,HEAD_VALENTIN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AB,HEAD_DYNAMIC_OPTION,HEAD_MAYDAY_Z,FILE_CHEADMAYDAYZ,0x0813,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5C,HEAD_MAYDAY_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AC,HEAD_DYNAMIC_OPTION,HEAD_BARON_SAMEDI_Z,FILE_CHEADBARONSAMEDIZ,0x0816,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5D,HEAD_BARON_SAMEDI_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AD,HEAD_DYNAMIC_OPTION,HEAD_BARON_SAMEDI_DEATH_Z,FILE_CHEADBARONSAMEDI2Z,0x0819,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5E,HEAD_BARON_SAMEDI_DEATH_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AE,HEAD_DYNAMIC_OPTION,HEAD_SANTA_Z,FILE_CHEADSANTAZ,0x081C,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x5F,HEAD_SANTA_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00AF,HEAD_DYNAMIC_OPTION,HEAD_ELF_Z,FILE_CHEADELFZ,0x081F,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x60,HEAD_ELF_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00B0,HEAD_DYNAMIC_OPTION,HEAD_PILOT_Z,FILE_CHEADPILOTZ,0x0822,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x61,HEAD_PILOT_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00B1,HEAD_DYNAMIC_OPTION,HEAD_MARION_Z,FILE_CHEADMARIONZ,0x0825,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x62,HEAD_MARION_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00B2,HEAD_DYNAMIC_OPTION,HEAD_GALORE_Z,FILE_CHEADGALOREZ,0x082B,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x63,HEAD_GALORE_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00B3,HEAD_DYNAMIC_OPTION,HEAD_SOGUN_Z,FILE_CHEADSOGUNZ,0x082F,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x64,HEAD_SOGUN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D3,HEAD_DYNAMIC_OPTION,HEAD_DOAK_Z1,FILE_CHEADDAVEDZ,0x0834,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x65,HEAD_DOAK_Z1,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D4,HEAD_DYNAMIC_OPTION,HEAD_DOAK_Z2,FILE_CHEADDAVED2Z,0x0835,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x66,HEAD_DOAK_Z2,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D5,HEAD_DYNAMIC_OPTION,HEAD_TERRORIST_Z,FILE_CHEADBALACLAVAZ,0x0836,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x67,HEAD_TERRORIST_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D6,HEAD_DYNAMIC_OPTION,HEAD_DWAYNE_Z,FILE_CHEADDWAYNEZ,0x0837,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x68,HEAD_DWAYNE_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D7,HEAD_DYNAMIC_OPTION,HEAD_KARL_Z1,FILE_CHEADKARLZ,0x0838,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x69,HEAD_KARL_Z1,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D8,HEAD_DYNAMIC_OPTION,HEAD_KARL_Z2,FILE_CHEADKARL2Z,0x0839,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6A,HEAD_KARL_Z2,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00D9,HEAD_DYNAMIC_OPTION,HEAD_MARTIN_Z,FILE_CHEADMARTINZ,0x083A,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6B,HEAD_MARTIN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DA,HEAD_DYNAMIC_OPTION,HEAD_MARK_EDMONDS_Z,FILE_CHEADMARK0Z,0x083B,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6C,HEAD_MARK_EDMONDS_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DB,HEAD_DYNAMIC_OPTION,HEAD_DUNCAN_Z1,FILE_CHEADDUNCAN0Z,0x083C,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6D,HEAD_DUNCAN_Z1,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DC,HEAD_DYNAMIC_OPTION,HEAD_DUNCAN_Z2,FILE_CHEADDUNCAN01Z,0x083D,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6E,HEAD_DUNCAN_Z2,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DD,HEAD_DYNAMIC_OPTION,HEAD_B_JONES_Z,FILE_CHEADJONES0Z,0x083E,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x6F,HEAD_B_JONES_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DE,HEAD_DYNAMIC_OPTION,HEAD_GRANT_Z,FILE_CHEADGRANT0Z,0x083F,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x70,HEAD_GRANT_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00DF,HEAD_DYNAMIC_OPTION,HEAD_ROBIN_Z,FILE_CHEADROBIN0Z,0x0840,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x71,HEAD_ROBIN_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E0,HEAD_DYNAMIC_OPTION,HEAD_GRAEME_Z1,FILE_CHEADGRAEMEZ,0x0841,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x72,HEAD_GRAEME_Z1,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E1,HEAD_DYNAMIC_OPTION,HEAD_GRAEME_Z2,FILE_CHEADGRAEME2Z,0x0842,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x73,HEAD_GRAEME_Z2,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E2,HEAD_DYNAMIC_OPTION,HEAD_STEVE_ELLIS_Z,FILE_CHEADSTEVE_EZ,0x0843,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x74,HEAD_STEVE_ELLIS_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E3,HEAD_DYNAMIC_OPTION,HEAD_KEN_LOBB_Z,FILE_CHEADKEN0Z,0x0844,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x75,HEAD_KEN_LOBB_Z,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E4,HEAD_DYNAMIC_OPTION,HEAD_EVIL_CYBORG,FILE_CHEADEVILCYBORGZ,0x0845,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x76,HEAD_EVIL_CYBORG,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,0x00E6,HEAD_DYNAMIC_OPTION,HEAD_ROBOT_SKELINGTON,FILE_CHEADBARONSAMEDI2Z,0x0819,,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x77,HEAD_ROBOT_SKELINGTON,0,not_platform_n64,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1C,Secretary,MPBODY_SECRETARY,0x0065,,HAND,,FILE_GHAND_JOFROCK,0x052B,Ghand_jofrockZ,False,,Dynamic pool,dynamic head pool,,,,,original_asset_row,mp_character_model_assets_2026-06-18.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,,BODY,BODY_OFFICEWORKER,FILE_COFFICEWORKER,0x004F,CofficeworkerZ,False,,Dynamic pool,dynamic head pool,,,,,original_asset_row,mp_character_model_assets_2026-06-18.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0004,HEAD_DYNAMIC_OPTION,HEAD_DARK_COMBAT,FILE_CHEADDARK_COMBAT,0x019C,Cheaddark_combatZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x00,HEAD_DARK_COMBAT,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x000C,HEAD_DYNAMIC_OPTION,HEAD_DARK_FROCK,FILE_CHEADDARK_FROCK,0x01A4,Cheaddark_frockZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x01,HEAD_DARK_FROCK,MPFEATURE_CHR_CI,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x002F,HEAD_DYNAMIC_OPTION,HEAD_DARKAQUA,FILE_CHEADDARKAQUA,0x04AD,CheaddarkaquaZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x02,HEAD_DARKAQUA,MPFEATURE_CHR_PELAGIC,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x003C,HEAD_DYNAMIC_OPTION,HEAD_DARK_SNOW,FILE_CHEADDARK_SNOW,0x055A,Cheaddark_snowZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x03,HEAD_DARK_SNOW,MPFEATURE_CHR_DARKSNOW,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0005,HEAD_DYNAMIC_OPTION,HEAD_ELVIS,FILE_CHEADELVIS,0x019D,CheadelvisZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x04,HEAD_ELVIS,MPFEATURE_CHR_ELVIS,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x003A,HEAD_DYNAMIC_OPTION,HEAD_ELVIS_GOGS,FILE_CHEADELVIS_GOGS,0x0553,Cheadelvis_gogsZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x05,HEAD_ELVIS_GOGS,MPFEATURE_CHR_ELVIS,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0007,HEAD_DYNAMIC_OPTION,HEAD_CARRINGTON,FILE_CHEADCARRINGTON,0x019F,CheadcarringtonZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x06,HEAD_CARRINGTON,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0008,HEAD_DYNAMIC_OPTION,HEAD_MRBLONDE,FILE_CHEADMRBLONDE,0x01A0,CheadmrblondeZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x07,HEAD_MRBLONDE,MPFEATURE_CHR_MRBLONDE,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x000E,HEAD_DYNAMIC_OPTION,HEAD_CASSANDRA,FILE_CHEADCASSANDRA,0x01A6,CheadcassandraZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x08,HEAD_CASSANDRA,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0009,HEAD_DYNAMIC_OPTION,HEAD_TRENT,FILE_CHEADTRENT,0x01A1,CheadtrentZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x09,HEAD_TRENT,MPFEATURE_CHR_TRENT,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0028,HEAD_DYNAMIC_OPTION,HEAD_JONATHAN,FILE_CHEADJONATHAN,0x033A,CheadjonathanZ,True,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0A,HEAD_JONATHAN,MPFEATURE_CHR_INFILTRATION,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x003E,HEAD_DYNAMIC_OPTION,HEAD_VD,FILE_CHEAD_VD,0x0561,Chead_vdZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0B,HEAD_VD,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x003D,HEAD_DYNAMIC_OPTION,HEAD_PRESIDENT,FILE_CHEADPRESIDENT,0x055B,CheadpresidentZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0C,HEAD_PRESIDENT,MPFEATURE_CHR_CI,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x000A,HEAD_DYNAMIC_OPTION,HEAD_DDSHOCK,FILE_CHEADDDSHOCK,0x01A2,CheadddshockZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0D,HEAD_DDSHOCK,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x001D,HEAD_DYNAMIC_OPTION,HEAD_BIOTECH,FILE_CHEADBIOTECH,0x01D0,CheadbiotechZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0E,HEAD_BIOTECH,MPFEATURE_CHR_BIOTECH,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0030,HEAD_DYNAMIC_OPTION,HEAD_DDSNIPER,FILE_CHEADDDSNIPER,0x04AE,CheadddsniperZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x0F,HEAD_DDSNIPER,MPFEATURE_CHR_VILLACHRS,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0039,HEAD_DYNAMIC_OPTION,HEAD_A51FACEPLATE,FILE_CA51FACEPLATE,0x0511,Ca51faceplateZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x10,HEAD_A51FACEPLATE,MPFEATURE_CHR_INFILTRATION,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x000D,HEAD_DYNAMIC_OPTION,HEAD_SECRETARY,FILE_CHEADSECRETARY,0x01A5,CheadsecretaryZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x11,HEAD_SECRETARY,0,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0010,HEAD_DYNAMIC_OPTION,HEAD_FEM_GUARD,FILE_CHEADFEM_GUARD,0x01A8,Cheadfem_guardZ,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x12,HEAD_FEM_GUARD,MPFEATURE_CHR_FEMGUARD,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
0x1D,Office Suit,MPBODY_OFFICEWORKER,0x0063,0x0019,HEAD_DYNAMIC_OPTION,HEAD_FEM_GUARD2,FILE_CHEADFEM_GUARD2,0x01C5,Cheadfem_guard2Z,False,,Dynamic head pool,expanded from 1000(dynamic) body slot; selectable MP head option,0x13,HEAD_FEM_GUARD2,MPFEATURE_CHR_FEMGUARD,base,expanded_dynamic_head,mp_character_model_assets_2026-06-18.csv+mp_dynamic_head_model_assets_2026-06-19.csv
